,event name,organiser,speciality,keyword,similarity,date present,description present,start year,start month,start date,end year,end month,end date,time present,start time,end time,description,add info,fee type,fees,saot fees,non saot fees,mode,venue,contact person,contact email
20,Essential of Neurological Physiotherapy Assessments in Stroke Patients,Tan Tock Seng Hospital,diagnostic radiology,assessments,0.3579740731359271,True,True,2023,6,24.0,2023,6,24.0,False,,,"<p>This course aims to equip junior physiotherapists with knowledge of the essential neurological assessments and functional analysis required for stroke patients. An accurate physiotherapy assessment facilitates the formulation of a sound treatment plan and clinical decision making such as goal setting and discharge planning. Case study discussions and practical sessions will be included in this course to help participants apply the knowledge learned.<br/><p><p>At the end of the course, participants should be able to:</p><ol>
<li>Perform an accurate neurological assessment and functional analysis of bed mobility, sit to stand, gait and standing balance</li>
<li>Select appropriate outcome measures to prognosticate functional recovery and evaluate treatment effectiveness.</li>
</ol></p></p>","<div>Targeted Audience: </div><div><br/></div><div>Registered physiotherapists from primary, tertiary and community settings managing clients with stroke.</div>",Paid,600.0,,,Face-to-Face,Tan Tock Seng Hospital,Sandy Tan,ahinet@ttsh.com.sg
21,Essential of Neurological Physiotherapy Assessments in Stroke Patients,Tan Tock Seng Hospital,nuclear medicine,essential,0.19755984602651344,True,True,2023,6,24.0,2023,6,24.0,False,,,"<p>This course aims to equip junior physiotherapists with knowledge of the essential neurological assessments and functional analysis required for stroke patients. An accurate physiotherapy assessment facilitates the formulation of a sound treatment plan and clinical decision making such as goal setting and discharge planning. Case study discussions and practical sessions will be included in this course to help participants apply the knowledge learned.<br/><p><p>At the end of the course, participants should be able to:</p><ol>
<li>Perform an accurate neurological assessment and functional analysis of bed mobility, sit to stand, gait and standing balance</li>
<li>Select appropriate outcome measures to prognosticate functional recovery and evaluate treatment effectiveness.</li>
</ol></p></p>","<div>Targeted Audience: </div><div><br/></div><div>Registered physiotherapists from primary, tertiary and community settings managing clients with stroke.</div>",Paid,600.0,,,Face-to-Face,Tan Tock Seng Hospital,Sandy Tan,ahinet@ttsh.com.sg
22,Advanced Vestibular Rehabilitation,Tan Tock Seng Hospital,rehabilitation medicine,vestibular rehabilitation,0.612497458708232,True,True,2023,7,1.0,2023,7,2.0,False,,,"<p>Vestibular rehabilitation adopts an exercise-based approach in the management of dizziness and balance disorders associated with vestibular pathology. This advanced level course will include topics such as Persistent Postural-Perceptual Dizziness, advanced techniques in BPPV management, motion sickness, cervicogenic dizziness, vestibular migraine associated dizziness, and cervicogenic dizziness. The effects of ageing on the vestibular system, medical conditions and their relation to vestibular system function, concussion management and post-trauma vision syndrome will also be discussed. Supervised practical sessions will be included to allow participants to develop confidence in using new skills taught in the course. Interactive case studies discussion and role plays will also be included to help participants apply the knowledge learned.</p>",<p>Target Audience: Clinical Staff</p>,Paid,750.0,,,Face-to-Face,Tan Tock Seng Hospital,Sandy Tan,ahinet@ttsh.com.sg
23,Advanced Vestibular Rehabilitation,Tan Tock Seng Hospital,radiation oncology,advanced,0.3506094682534644,True,True,2023,7,1.0,2023,7,2.0,False,,,"<p>Vestibular rehabilitation adopts an exercise-based approach in the management of dizziness and balance disorders associated with vestibular pathology. This advanced level course will include topics such as Persistent Postural-Perceptual Dizziness, advanced techniques in BPPV management, motion sickness, cervicogenic dizziness, vestibular migraine associated dizziness, and cervicogenic dizziness. The effects of ageing on the vestibular system, medical conditions and their relation to vestibular system function, concussion management and post-trauma vision syndrome will also be discussed. Supervised practical sessions will be included to allow participants to develop confidence in using new skills taught in the course. Interactive case studies discussion and role plays will also be included to help participants apply the knowledge learned.</p>",<p>Target Audience: Clinical Staff</p>,Paid,750.0,,,Face-to-Face,Tan Tock Seng Hospital,Sandy Tan,ahinet@ttsh.com.sg
24,Occupational Therapy Management and Assistive Technology in Clients with Motor Neuron Disease,Tan Tock Seng Hospital,occupational medicine,occupational therapy,0.7285431640792256,True,True,2023,7,20.0,2023,7,21.0,False,,,"<p>Multidisciplinary management is essential for coordinated care and empowerment of patients with Motor Neuron Disease (MND) and their caregivers, and continuity of care via collaboration with community partners.
</p><p>
It is important for clinicians to take an anticipatory approach when looking into the needs of the clients with MND, especially when prescribing assistive technologies.
</p>","<p>At the end of this workshop, participants will:</p>
<ol>
<li>Understand the functional impact of MND.</li>
<li>Identify the role of occupational therapists in the management of MND patients, including conducting timely assessments and interventions.</li>
<li>Explain adaptations in activities of daily living (ADL) and interventions to optimize independence in ADL of individuals with MND and enhance their quality of life.</li>
</ol>
<p>Trainers</p>
<ul>
<li>Tay Ming Min, Senior Occupational Therapist</li>
<li>Huang Huixin, Senior Occupational Therapist</li></ul>
<p>Event Fee</p>
<ul>
<li>SGD$460.00 (SAOT Member)</li>
<li>SGD$510.00 (Non-SAOT Member)
</li></ul>",Paid,460.0 (SAOT Member); 510.0 (Non-SAOT Member),460.0,510.0,Virtual,,Tan Suee Ann,ahinet@ttsh.com.sg
25,Occupational Therapy Management and Assistive Technology in Clients with Motor Neuron Disease,Tan Tock Seng Hospital,public health,clients,0.5502585418719044,True,True,2023,7,20.0,2023,7,21.0,False,,,"<p>Multidisciplinary management is essential for coordinated care and empowerment of patients with Motor Neuron Disease (MND) and their caregivers, and continuity of care via collaboration with community partners.
</p><p>
It is important for clinicians to take an anticipatory approach when looking into the needs of the clients with MND, especially when prescribing assistive technologies.
</p>","<p>At the end of this workshop, participants will:</p>
<ol>
<li>Understand the functional impact of MND.</li>
<li>Identify the role of occupational therapists in the management of MND patients, including conducting timely assessments and interventions.</li>
<li>Explain adaptations in activities of daily living (ADL) and interventions to optimize independence in ADL of individuals with MND and enhance their quality of life.</li>
</ol>
<p>Trainers</p>
<ul>
<li>Tay Ming Min, Senior Occupational Therapist</li>
<li>Huang Huixin, Senior Occupational Therapist</li></ul>
<p>Event Fee</p>
<ul>
<li>SGD$460.00 (SAOT Member)</li>
<li>SGD$510.00 (Non-SAOT Member)
</li></ul>",Paid,460.0 (SAOT Member); 510.0 (Non-SAOT Member),460.0,510.0,Virtual,,Tan Suee Ann,ahinet@ttsh.com.sg
26,Occupational Therapy Management and Assistive Technology in Clients with Motor Neuron Disease,Tan Tock Seng Hospital,medical oncology,management,0.5379971519506102,True,True,2023,7,20.0,2023,7,21.0,False,,,"<p>Multidisciplinary management is essential for coordinated care and empowerment of patients with Motor Neuron Disease (MND) and their caregivers, and continuity of care via collaboration with community partners.
</p><p>
It is important for clinicians to take an anticipatory approach when looking into the needs of the clients with MND, especially when prescribing assistive technologies.
</p>","<p>At the end of this workshop, participants will:</p>
<ol>
<li>Understand the functional impact of MND.</li>
<li>Identify the role of occupational therapists in the management of MND patients, including conducting timely assessments and interventions.</li>
<li>Explain adaptations in activities of daily living (ADL) and interventions to optimize independence in ADL of individuals with MND and enhance their quality of life.</li>
</ol>
<p>Trainers</p>
<ul>
<li>Tay Ming Min, Senior Occupational Therapist</li>
<li>Huang Huixin, Senior Occupational Therapist</li></ul>
<p>Event Fee</p>
<ul>
<li>SGD$460.00 (SAOT Member)</li>
<li>SGD$510.00 (Non-SAOT Member)
</li></ul>",Paid,460.0 (SAOT Member); 510.0 (Non-SAOT Member),460.0,510.0,Virtual,,Tan Suee Ann,ahinet@ttsh.com.sg
27,Occupational Therapy Management and Assistive Technology in Clients with Motor Neuron Disease,Tan Tock Seng Hospital,rehabilitation medicine,assistive technology,0.46281810683056035,True,True,2023,7,20.0,2023,7,21.0,False,,,"<p>Multidisciplinary management is essential for coordinated care and empowerment of patients with Motor Neuron Disease (MND) and their caregivers, and continuity of care via collaboration with community partners.
</p><p>
It is important for clinicians to take an anticipatory approach when looking into the needs of the clients with MND, especially when prescribing assistive technologies.
</p>","<p>At the end of this workshop, participants will:</p>
<ol>
<li>Understand the functional impact of MND.</li>
<li>Identify the role of occupational therapists in the management of MND patients, including conducting timely assessments and interventions.</li>
<li>Explain adaptations in activities of daily living (ADL) and interventions to optimize independence in ADL of individuals with MND and enhance their quality of life.</li>
</ol>
<p>Trainers</p>
<ul>
<li>Tay Ming Min, Senior Occupational Therapist</li>
<li>Huang Huixin, Senior Occupational Therapist</li></ul>
<p>Event Fee</p>
<ul>
<li>SGD$460.00 (SAOT Member)</li>
<li>SGD$510.00 (Non-SAOT Member)
</li></ul>",Paid,460.0 (SAOT Member); 510.0 (Non-SAOT Member),460.0,510.0,Virtual,,Tan Suee Ann,ahinet@ttsh.com.sg
28,Occupational Therapy Management and Assistive Technology in Clients with Motor Neuron Disease,Tan Tock Seng Hospital,pathology,motor neuron disease,0.443025351425485,True,True,2023,7,20.0,2023,7,21.0,False,,,"<p>Multidisciplinary management is essential for coordinated care and empowerment of patients with Motor Neuron Disease (MND) and their caregivers, and continuity of care via collaboration with community partners.
</p><p>
It is important for clinicians to take an anticipatory approach when looking into the needs of the clients with MND, especially when prescribing assistive technologies.
</p>","<p>At the end of this workshop, participants will:</p>
<ol>
<li>Understand the functional impact of MND.</li>
<li>Identify the role of occupational therapists in the management of MND patients, including conducting timely assessments and interventions.</li>
<li>Explain adaptations in activities of daily living (ADL) and interventions to optimize independence in ADL of individuals with MND and enhance their quality of life.</li>
</ol>
<p>Trainers</p>
<ul>
<li>Tay Ming Min, Senior Occupational Therapist</li>
<li>Huang Huixin, Senior Occupational Therapist</li></ul>
<p>Event Fee</p>
<ul>
<li>SGD$460.00 (SAOT Member)</li>
<li>SGD$510.00 (Non-SAOT Member)
</li></ul>",Paid,460.0 (SAOT Member); 510.0 (Non-SAOT Member),460.0,510.0,Virtual,,Tan Suee Ann,ahinet@ttsh.com.sg
29,Occupational Therapy in Parkinson’s Disease Rehabilitation,Tan Tock Seng Hospital,occupational medicine,occupational therapy,0.7285431640792256,True,True,2023,7,28.0,2023,7,28.0,False,,,"<p>This one-day workshop will provide Occupational Therapists with an overview of Parkinson's Disease (PD), evidence-based management of PD and therapeutic strategies in the area of PD rehabilitation.</p>","<p>At the end of this workshop, participants will:</p>
<ol>
<li>Understand PD as a movement disorder and its impact on the person and occupations.</li>
<li>Apply therapeutic interventions and strategies to improve client’s cognitive wellness, home safety and handwriting.</li>
</ol>
<p>Trainers</p>
<ul>
<li>David Zhang, Principal Occupational Therapist</li>
<li>Josephine Neo, Principal Occupational Therapist</li></ul><p>Event Fees</p>
<ul>
<li>$710.00 (SAOT Member)</li>
<li>$790.00 (Non-SAOT Member)</li>
</ul>",Paid,710.0 (SAOT Member); 790.0 (Non-SAOT Member),710.0,790.0,Face-to-Face,Tan Tock Seng Hospital,Tan Suee Ann,ahinet@ttsh.com.sg
30,Occupational Therapy in Parkinson’s Disease Rehabilitation,Tan Tock Seng Hospital,rehabilitation medicine,disease rehabilitation,0.6612178280236358,True,True,2023,7,28.0,2023,7,28.0,False,,,"<p>This one-day workshop will provide Occupational Therapists with an overview of Parkinson's Disease (PD), evidence-based management of PD and therapeutic strategies in the area of PD rehabilitation.</p>","<p>At the end of this workshop, participants will:</p>
<ol>
<li>Understand PD as a movement disorder and its impact on the person and occupations.</li>
<li>Apply therapeutic interventions and strategies to improve client’s cognitive wellness, home safety and handwriting.</li>
</ol>
<p>Trainers</p>
<ul>
<li>David Zhang, Principal Occupational Therapist</li>
<li>Josephine Neo, Principal Occupational Therapist</li></ul><p>Event Fees</p>
<ul>
<li>$710.00 (SAOT Member)</li>
<li>$790.00 (Non-SAOT Member)</li>
</ul>",Paid,710.0 (SAOT Member); 790.0 (Non-SAOT Member),710.0,790.0,Face-to-Face,Tan Tock Seng Hospital,Tan Suee Ann,ahinet@ttsh.com.sg
31,Occupational Therapy in Parkinson’s Disease Rehabilitation,Tan Tock Seng Hospital,pathology,parkinson,0.3085351888966057,True,True,2023,7,28.0,2023,7,28.0,False,,,"<p>This one-day workshop will provide Occupational Therapists with an overview of Parkinson's Disease (PD), evidence-based management of PD and therapeutic strategies in the area of PD rehabilitation.</p>","<p>At the end of this workshop, participants will:</p>
<ol>
<li>Understand PD as a movement disorder and its impact on the person and occupations.</li>
<li>Apply therapeutic interventions and strategies to improve client’s cognitive wellness, home safety and handwriting.</li>
</ol>
<p>Trainers</p>
<ul>
<li>David Zhang, Principal Occupational Therapist</li>
<li>Josephine Neo, Principal Occupational Therapist</li></ul><p>Event Fees</p>
<ul>
<li>$710.00 (SAOT Member)</li>
<li>$790.00 (Non-SAOT Member)</li>
</ul>",Paid,710.0 (SAOT Member); 790.0 (Non-SAOT Member),710.0,790.0,Face-to-Face,Tan Tock Seng Hospital,Tan Suee Ann,ahinet@ttsh.com.sg
32,The Musculoskeletal Management Series: Assessing and Managing Upper Quadrant Disorders,Tan Tock Seng Hospital,public health,managing,0.47841343932847497,True,True,2023,8,1.0,2023,8,2.0,False,,,"<p>With the ageing population, there is rising healthcare demands of population in Singapore, and healthcare needs of the musculoskeletal (MSK) care is getting more prominent. While some MSK symptoms are mild and may resolve with rest and analgesics, some individuals presenting with MSK conditions may turn to become chronic conditions, hence it is important to be able to address their symptoms accurately, and provide early and appropriate treatment with relevant education on their conditions via evidence-based practice. </p><p>The focus of this workshop is on upper quadrant (e.g. upper limbs and neck) conditions. This workshop aims to boost participants' confidence and equip them with updated knowledge and skills in assessing and managing patients with common upper quadrant disorders, including shoulder, elbow, thoracic outlet syndrome, upper limb neurogenic and cervical conditions. </p><p>Practical sessions with handling skills will be conducted together with various case scenarios and discussions. </p>
<p>At the end of the course, participants should be able to:</p>
<ul>
<li>Assess and clinically reason through differential diagnoses for the upper quadrant conditions, e.g. shoulder, elbow, thoracic outlet syndrome, upper limb neurogenic and cervical conditions</li>
<li>Understand common surgical and non-surgical management</li>
<li>Be confident and effective in providing the appropriate manual techniques, exercise prescriptions as well as education and advice tailored to the patient's individual condition</li>
</ul>","<p>Target Audience: <p>Registered Physiotherapists from primary, tertiary and community settings managing clients or patients with MSK impairments and conditions. <div>Physiotherapists who have recently graduated are also welcome.<p></p></div></p></p>",Paid,800.0,,,Face-to-Face,Tan Tock Seng Hospital,Sandy Tan,ahinet@ttsh.com.sg
33,The Musculoskeletal Management Series: Assessing and Managing Upper Quadrant Disorders,Tan Tock Seng Hospital,respiratory medicine,musculoskeletal,0.47105758462885455,True,True,2023,8,1.0,2023,8,2.0,False,,,"<p>With the ageing population, there is rising healthcare demands of population in Singapore, and healthcare needs of the musculoskeletal (MSK) care is getting more prominent. While some MSK symptoms are mild and may resolve with rest and analgesics, some individuals presenting with MSK conditions may turn to become chronic conditions, hence it is important to be able to address their symptoms accurately, and provide early and appropriate treatment with relevant education on their conditions via evidence-based practice. </p><p>The focus of this workshop is on upper quadrant (e.g. upper limbs and neck) conditions. This workshop aims to boost participants' confidence and equip them with updated knowledge and skills in assessing and managing patients with common upper quadrant disorders, including shoulder, elbow, thoracic outlet syndrome, upper limb neurogenic and cervical conditions. </p><p>Practical sessions with handling skills will be conducted together with various case scenarios and discussions. </p>
<p>At the end of the course, participants should be able to:</p>
<ul>
<li>Assess and clinically reason through differential diagnoses for the upper quadrant conditions, e.g. shoulder, elbow, thoracic outlet syndrome, upper limb neurogenic and cervical conditions</li>
<li>Understand common surgical and non-surgical management</li>
<li>Be confident and effective in providing the appropriate manual techniques, exercise prescriptions as well as education and advice tailored to the patient's individual condition</li>
</ul>","<p>Target Audience: <p>Registered Physiotherapists from primary, tertiary and community settings managing clients or patients with MSK impairments and conditions. <div>Physiotherapists who have recently graduated are also welcome.<p></p></div></p></p>",Paid,800.0,,,Face-to-Face,Tan Tock Seng Hospital,Sandy Tan,ahinet@ttsh.com.sg
34,The Musculoskeletal Management Series: Assessing and Managing Upper Quadrant Disorders,Tan Tock Seng Hospital,diagnostic radiology,assessing,0.33839923305285335,True,True,2023,8,1.0,2023,8,2.0,False,,,"<p>With the ageing population, there is rising healthcare demands of population in Singapore, and healthcare needs of the musculoskeletal (MSK) care is getting more prominent. While some MSK symptoms are mild and may resolve with rest and analgesics, some individuals presenting with MSK conditions may turn to become chronic conditions, hence it is important to be able to address their symptoms accurately, and provide early and appropriate treatment with relevant education on their conditions via evidence-based practice. </p><p>The focus of this workshop is on upper quadrant (e.g. upper limbs and neck) conditions. This workshop aims to boost participants' confidence and equip them with updated knowledge and skills in assessing and managing patients with common upper quadrant disorders, including shoulder, elbow, thoracic outlet syndrome, upper limb neurogenic and cervical conditions. </p><p>Practical sessions with handling skills will be conducted together with various case scenarios and discussions. </p>
<p>At the end of the course, participants should be able to:</p>
<ul>
<li>Assess and clinically reason through differential diagnoses for the upper quadrant conditions, e.g. shoulder, elbow, thoracic outlet syndrome, upper limb neurogenic and cervical conditions</li>
<li>Understand common surgical and non-surgical management</li>
<li>Be confident and effective in providing the appropriate manual techniques, exercise prescriptions as well as education and advice tailored to the patient's individual condition</li>
</ul>","<p>Target Audience: <p>Registered Physiotherapists from primary, tertiary and community settings managing clients or patients with MSK impairments and conditions. <div>Physiotherapists who have recently graduated are also welcome.<p></p></div></p></p>",Paid,800.0,,,Face-to-Face,Tan Tock Seng Hospital,Sandy Tan,ahinet@ttsh.com.sg
35,The Musculoskeletal Management Series: Assessing and Managing Upper Quadrant Disorders,Tan Tock Seng Hospital,pathology,upper quadrant disorders,0.32875889964206456,True,True,2023,8,1.0,2023,8,2.0,False,,,"<p>With the ageing population, there is rising healthcare demands of population in Singapore, and healthcare needs of the musculoskeletal (MSK) care is getting more prominent. While some MSK symptoms are mild and may resolve with rest and analgesics, some individuals presenting with MSK conditions may turn to become chronic conditions, hence it is important to be able to address their symptoms accurately, and provide early and appropriate treatment with relevant education on their conditions via evidence-based practice. </p><p>The focus of this workshop is on upper quadrant (e.g. upper limbs and neck) conditions. This workshop aims to boost participants' confidence and equip them with updated knowledge and skills in assessing and managing patients with common upper quadrant disorders, including shoulder, elbow, thoracic outlet syndrome, upper limb neurogenic and cervical conditions. </p><p>Practical sessions with handling skills will be conducted together with various case scenarios and discussions. </p>
<p>At the end of the course, participants should be able to:</p>
<ul>
<li>Assess and clinically reason through differential diagnoses for the upper quadrant conditions, e.g. shoulder, elbow, thoracic outlet syndrome, upper limb neurogenic and cervical conditions</li>
<li>Understand common surgical and non-surgical management</li>
<li>Be confident and effective in providing the appropriate manual techniques, exercise prescriptions as well as education and advice tailored to the patient's individual condition</li>
</ul>","<p>Target Audience: <p>Registered Physiotherapists from primary, tertiary and community settings managing clients or patients with MSK impairments and conditions. <div>Physiotherapists who have recently graduated are also welcome.<p></p></div></p></p>",Paid,800.0,,,Face-to-Face,Tan Tock Seng Hospital,Sandy Tan,ahinet@ttsh.com.sg
36,Clinical Application of Occupational Therapy in Dementia and Delirium Care Management for Geriatrics,Tan Tock Seng Hospital,geriatric medicine,geriatrics,0.8266660001230854,True,True,2023,8,2.0,2023,8,2.0,False,,,"<p>Dementia and delirium are amongst the most common causes of cognitive impairment in older adults. Older adults with dementia are at higher risk of experiencing delirium due to their underlying cognitive impairment. This is especially pertinent in the acute care setting, where patients with dementia are often admitted to unfamiliar environments with acute medical problems.  It is therefore crucial for healthcare professionals to equip themselves with the knowledge to provide holistic and patient centric care for patients with dementia and delirium and their caregivers in the acute setting.</p>","<p>This interactive 1-day course will allow participants to be equipped with the clinical knowledge and practical skills application on how to:</p>
<ol>
<li>Identify difference in medical management of dementia and delirium and the implications in providing care for the patients.</li>
<li>Facilitate and interact with person with dementia and delirium to improve engagement and participation in therapy session. </li>
<li>Implement person centred care for person with mild to severe dementia in hospital and home care settings.</li>
<li>Utilise the environment and tools in hospital setting to engage patients with dementia and delirium 
<li>Educate and work with caregiver to enhance their caregiving skills.</li>
</li></ol>
<p>Trainers</p>
<ul>
<li>Evelyn Kong, Senior Occupational Therapist</li>
<li>Stella Liew, Senior Occupational Therapist</li></ul>
<p>Event Fee</p>
<ul>
<li>SGD$515.00 (SAOT Member)</li>
<li>SGD$570.00 (Non-SAOT Member)</li>
</ul>",Paid,515.0 (SAOT Member); 570.0 (Non-SAOT Member),515.0,570.0,Face-to-Face,Tan Tock Seng Hospital,Tan Suee Ann,ahinet@ttsh.com.sg
37,Clinical Application of Occupational Therapy in Dementia and Delirium Care Management for Geriatrics,Tan Tock Seng Hospital,occupational medicine,occupational therapy,0.7285431640792256,True,True,2023,8,2.0,2023,8,2.0,False,,,"<p>Dementia and delirium are amongst the most common causes of cognitive impairment in older adults. Older adults with dementia are at higher risk of experiencing delirium due to their underlying cognitive impairment. This is especially pertinent in the acute care setting, where patients with dementia are often admitted to unfamiliar environments with acute medical problems.  It is therefore crucial for healthcare professionals to equip themselves with the knowledge to provide holistic and patient centric care for patients with dementia and delirium and their caregivers in the acute setting.</p>","<p>This interactive 1-day course will allow participants to be equipped with the clinical knowledge and practical skills application on how to:</p>
<ol>
<li>Identify difference in medical management of dementia and delirium and the implications in providing care for the patients.</li>
<li>Facilitate and interact with person with dementia and delirium to improve engagement and participation in therapy session. </li>
<li>Implement person centred care for person with mild to severe dementia in hospital and home care settings.</li>
<li>Utilise the environment and tools in hospital setting to engage patients with dementia and delirium 
<li>Educate and work with caregiver to enhance their caregiving skills.</li>
</li></ol>
<p>Trainers</p>
<ul>
<li>Evelyn Kong, Senior Occupational Therapist</li>
<li>Stella Liew, Senior Occupational Therapist</li></ul>
<p>Event Fee</p>
<ul>
<li>SGD$515.00 (SAOT Member)</li>
<li>SGD$570.00 (Non-SAOT Member)</li>
</ul>",Paid,515.0 (SAOT Member); 570.0 (Non-SAOT Member),515.0,570.0,Face-to-Face,Tan Tock Seng Hospital,Tan Suee Ann,ahinet@ttsh.com.sg
38,Clinical Application of Occupational Therapy in Dementia and Delirium Care Management for Geriatrics,Tan Tock Seng Hospital,medical oncology,delirium care management,0.6588444182854991,True,True,2023,8,2.0,2023,8,2.0,False,,,"<p>Dementia and delirium are amongst the most common causes of cognitive impairment in older adults. Older adults with dementia are at higher risk of experiencing delirium due to their underlying cognitive impairment. This is especially pertinent in the acute care setting, where patients with dementia are often admitted to unfamiliar environments with acute medical problems.  It is therefore crucial for healthcare professionals to equip themselves with the knowledge to provide holistic and patient centric care for patients with dementia and delirium and their caregivers in the acute setting.</p>","<p>This interactive 1-day course will allow participants to be equipped with the clinical knowledge and practical skills application on how to:</p>
<ol>
<li>Identify difference in medical management of dementia and delirium and the implications in providing care for the patients.</li>
<li>Facilitate and interact with person with dementia and delirium to improve engagement and participation in therapy session. </li>
<li>Implement person centred care for person with mild to severe dementia in hospital and home care settings.</li>
<li>Utilise the environment and tools in hospital setting to engage patients with dementia and delirium 
<li>Educate and work with caregiver to enhance their caregiving skills.</li>
</li></ol>
<p>Trainers</p>
<ul>
<li>Evelyn Kong, Senior Occupational Therapist</li>
<li>Stella Liew, Senior Occupational Therapist</li></ul>
<p>Event Fee</p>
<ul>
<li>SGD$515.00 (SAOT Member)</li>
<li>SGD$570.00 (Non-SAOT Member)</li>
</ul>",Paid,515.0 (SAOT Member); 570.0 (Non-SAOT Member),515.0,570.0,Face-to-Face,Tan Tock Seng Hospital,Tan Suee Ann,ahinet@ttsh.com.sg
39,Clinical Application of Occupational Therapy in Dementia and Delirium Care Management for Geriatrics,Tan Tock Seng Hospital,medical oncology,clinical,0.4970643513130489,True,True,2023,8,2.0,2023,8,2.0,False,,,"<p>Dementia and delirium are amongst the most common causes of cognitive impairment in older adults. Older adults with dementia are at higher risk of experiencing delirium due to their underlying cognitive impairment. This is especially pertinent in the acute care setting, where patients with dementia are often admitted to unfamiliar environments with acute medical problems.  It is therefore crucial for healthcare professionals to equip themselves with the knowledge to provide holistic and patient centric care for patients with dementia and delirium and their caregivers in the acute setting.</p>","<p>This interactive 1-day course will allow participants to be equipped with the clinical knowledge and practical skills application on how to:</p>
<ol>
<li>Identify difference in medical management of dementia and delirium and the implications in providing care for the patients.</li>
<li>Facilitate and interact with person with dementia and delirium to improve engagement and participation in therapy session. </li>
<li>Implement person centred care for person with mild to severe dementia in hospital and home care settings.</li>
<li>Utilise the environment and tools in hospital setting to engage patients with dementia and delirium 
<li>Educate and work with caregiver to enhance their caregiving skills.</li>
</li></ol>
<p>Trainers</p>
<ul>
<li>Evelyn Kong, Senior Occupational Therapist</li>
<li>Stella Liew, Senior Occupational Therapist</li></ul>
<p>Event Fee</p>
<ul>
<li>SGD$515.00 (SAOT Member)</li>
<li>SGD$570.00 (Non-SAOT Member)</li>
</ul>",Paid,515.0 (SAOT Member); 570.0 (Non-SAOT Member),515.0,570.0,Face-to-Face,Tan Tock Seng Hospital,Tan Suee Ann,ahinet@ttsh.com.sg
40,Clinical Application of Occupational Therapy in Dementia and Delirium Care Management for Geriatrics,Tan Tock Seng Hospital,pathology,dementia,0.4465207107954925,True,True,2023,8,2.0,2023,8,2.0,False,,,"<p>Dementia and delirium are amongst the most common causes of cognitive impairment in older adults. Older adults with dementia are at higher risk of experiencing delirium due to their underlying cognitive impairment. This is especially pertinent in the acute care setting, where patients with dementia are often admitted to unfamiliar environments with acute medical problems.  It is therefore crucial for healthcare professionals to equip themselves with the knowledge to provide holistic and patient centric care for patients with dementia and delirium and their caregivers in the acute setting.</p>","<p>This interactive 1-day course will allow participants to be equipped with the clinical knowledge and practical skills application on how to:</p>
<ol>
<li>Identify difference in medical management of dementia and delirium and the implications in providing care for the patients.</li>
<li>Facilitate and interact with person with dementia and delirium to improve engagement and participation in therapy session. </li>
<li>Implement person centred care for person with mild to severe dementia in hospital and home care settings.</li>
<li>Utilise the environment and tools in hospital setting to engage patients with dementia and delirium 
<li>Educate and work with caregiver to enhance their caregiving skills.</li>
</li></ol>
<p>Trainers</p>
<ul>
<li>Evelyn Kong, Senior Occupational Therapist</li>
<li>Stella Liew, Senior Occupational Therapist</li></ul>
<p>Event Fee</p>
<ul>
<li>SGD$515.00 (SAOT Member)</li>
<li>SGD$570.00 (Non-SAOT Member)</li>
</ul>",Paid,515.0 (SAOT Member); 570.0 (Non-SAOT Member),515.0,570.0,Face-to-Face,Tan Tock Seng Hospital,Tan Suee Ann,ahinet@ttsh.com.sg
41,Hip Fractures Rehabilitation and Management,Tan Tock Seng Hospital,rehabilitation medicine,rehabilitation,0.828292692251276,True,True,2023,8,18.0,2023,8,18.0,True,8:00am,5:00pm,"<p>Hip fractures contribute to 1.75 million disability-adjusted life years (DALYs) lost on a worldwide scale (International Osteoporosis Foundation and National Osteoporosis Foundation 2004). The DALYs lost to falls in a Singapore disease burden study (2010) is reported to be 4674 (per 100,000). While the rate of hip fractures in Singapore had shown some decline in both men and women (-1.1 fractures/100,000/year &amp; -4.3 fractures/100,000/year respectively) over a period of 18 years  from 2000-2017, the absolute numbers of admissions had increased nonetheless (Osteoporosis International, 2019). As the older adults possess a greater awareness of the risks of falls and fractures, they are willing to take up more preventive measures including lifestyle management and pharmacological treatment for osteoporosis (SG MOH CPG Osteoporosis and update 2008). We need to continue to engage them in active lifestyle post-hip fractures to strengthen, improve their balance and re-integrate them back to the community effectively. </p><p>This workshop aims to equip physiotherapists with the necessary knowledge and skills in rehabilitating older adults post hip fractures based on recent research updates and recommendations. </p>
<p>At the end of the course, participants should be able to:
</p>
<ol>
<li>describe the impact and disability associated with hip fractures</li>
<li>understand the surgical management for older adults with hip fractures and its implications during rehabilitation</li>
<li>identify and select appropriate outcome measures to evaluate physical function and rehabilitation needs (as per MOH One-Rehab framework)</li>
<li>select evidence-based exercise interventions for older adults post-hip fractures</li>
</ol>","<p>Target Audience: </p><p>Physiotherapists from primary, tertiary and community settings.</p>",Paid,550.0,,,Face-to-Face,Tan Tock Seng Hospital,Sandy Tan,ahinet@ttsh.com.sg
